casename,num_drop,volume[ml],RoI
office1_0_0_A,6684,0.000126826766,202.54545454545453
office1_0_0_E,8236,6.6718756e-05,249.57575757575756
office1_0_41_aout_A,8420,0.000114544891,255.15151515151516
office1_0_41_aout_C,8260,8.55727267e-05,250.3030303030303
office1_0_41_bout_A,6665,8.18466142e-05,201.96969696969697
office1_0_41_bout_E,7693,8.01379574e-05,233.12121212121212
office1_0_82_aout_C,3740,2.4598965e-05,113.33333333333333
office1_0_82_aout_D,8261,7.32630579e-05,250.33333333333334
office1_0_82_aout_E,8336,7.86990277e-05,252.6060606060606
office1_0_82_bout_A,8410,0.000129055232,254.84848484848484
office1_0_82_bout_B,8565,6.89305743e-05,259.54545454545456
office1_0_82_bout_C,8377,6.09424023e-05,253.84848484848484
office1_0_82_bout_E,6243,6.71625166e-05,189.1818181818182
office1_0_123_aout_A,6091,0.000109032713,184.57575757575756
office1_0_123_aout_B,8129,4.93345251e-05,246.33333333333334
office1_0_123_aout_E,7482,7.81666968e-05,226.72727272727272
office1_0_123_bout_A,6080,0.000105675412,184.24242424242425
office1_0_123_bout_B,8726,9.2518887e-05,264.42424242424244
office1_0_123_bout_C,8659,7.99089394e-05,262.3939393939394
office1_0_123_bout_D,7322,7.25349601e-05,221.87878787878788
office1_0_123_bout_E,7619,3.07488153e-05,230.87878787878788
office1_0_164_bout_B,7981,4.44499565e-05,241.84848484848484
office1_0_205_aout_B,8230,0.000109297849,249.3939393939394
office1_0_205_bout_C,8168,7.54378416e-05,247.5151515151515
office1_0_205_bout_E,6899,0.000117123294,209.06060606060606
office1_0_246_aout_B,7829,0.000122984697,237.24242424242425
office1_0_246_aout_C,8217,8.73411846e-05,249.0
office1_660_0_B,1380,8.97464906e-06,41.81818181818182
office1_660_0_E,8494,0.000109466695,257.3939393939394
office1_660_41_aout_A,8481,9.75799485e-05,257.0
office1_660_41_aout_D,6337,4.66017445e-05,192.03030303030303
office1_660_41_aout_E,8300,0.000101617996,251.5151515151515
office1_660_41_bout_B,4871,3.54981457e-05,147.6060606060606
office1_660_41_bout_C,8369,6.06495851e-05,253.6060606060606
office1_660_82_aout_B,6854,0.000105442385,207.6969696969697
office1_660_82_bout_A,8359,7.41487383e-05,253.3030303030303
office1_660_82_bout_B,4149,1.07747283e-05,125.72727272727273
office1_660_82_bout_C,8225,4.72778411e-05,249.24242424242425
office1_660_82_bout_E,8444,8.10505662e-05,255.87878787878788
office1_660_123_aout_A,8961,0.000177314738,271.54545454545456
office1_660_123_aout_D,5011,5.30820835e-05,151.84848484848484
office1_660_123_aout_E,7134,8.52416706e-05,216.1818181818182
office1_660_123_bout_A,8947,0.000175832203,271.1212121212121
office1_660_123_bout_B,2250,3.99081546e-05,68.18181818181819
office1_660_123_bout_C,8463,7.7566423e-05,256.45454545454544
office1_660_164_aout_B,1878,2.92762288e-05,56.90909090909091
office1_660_164_aout_D,5935,7.34428177e-05,179.84848484848484
office1_660_164_aout_E,6344,5.5445933e-05,192.24242424242425
office1_660_164_bout_B,2443,2.01646144e-05,74.03030303030303
office1_660_205_aout_B,6368,2.49095774e-05,192.96969696969697
office1_660_205_aout_C,8687,9.46262153e-05,263.24242424242425
office1_660_205_aout_D,4976,3.72088616e-05,150.78787878787878
office1_660_205_bout_D,6790,5.83771507e-05,205.75757575757575
office1_660_205_bout_E,8275,8.09560297e-05,250.75757575757575
office1_660_246_aout_A,7843,8.60032815e-05,237.66666666666666
office1_660_246_aout_C,7476,5.69247641e-05,226.54545454545453
office1_660_246_aout_E,5870,9.25571076e-05,177.87878787878788
office1_660_246_bout_C,8418,8.20735222e-05,255.0909090909091
office1_660_246_bout_D,6614,8.97570862e-05,200.42424242424244
office1_660_246_bout_E,8186,7.08498119e-05,248.06060606060606
office1_960_0_A,8805,0.000119496057,266.8181818181818
office1_960_0_B,5551,3.23753447e-05,168.21212121212122
office1_960_0_E,6866,4.64924196e-05,208.06060606060606
office1_960_41_aout_A,8845,0.000137192372,268.030303030303
office1_960_41_aout_B,6983,0.000115213057,211.6060606060606
office1_960_41_aout_C,6789,5.66359413e-05,205.72727272727272
office1_960_41_aout_D,6667,8.76450722e-05,202.03030303030303
office1_960_41_bout_A,8575,8.7462533e-05,259.8484848484849
office1_960_41_bout_C,8669,7.52002743e-05,262.6969696969697
office1_960_82_aout_A,8681,7.76792585e-05,263.06060606060606
office1_960_82_bout_A,8828,0.000141897457,267.5151515151515
office1_960_82_bout_B,8741,0.000104129656,264.8787878787879
office1_960_82_bout_C,7698,4.92509062e-05,233.27272727272728
office1_960_82_bout_E,4233,2.23872721e-05,128.27272727272728
office1_960_123_aout_B,7228,0.000159814008,219.03030303030303
office1_960_123_aout_C,8440,6.53712123e-05,255.75757575757575
office1_960_123_aout_D,7240,7.29897074e-05,219.3939393939394
office1_960_123_aout_E,4814,3.20199579e-05,145.87878787878788
office1_960_123_bout_A,8891,0.000157173592,269.42424242424244
office1_960_123_bout_B,8696,0.000141560726,263.5151515151515
office1_960_123_bout_C,3124,5.70497978e-05,94.66666666666667
office1_960_123_bout_D,6643,7.9744932e-05,201.3030303030303
office1_960_164_aout_A,8827,0.000155635833,267.4848484848485
office1_960_164_aout_C,6823,4.83877084e-05,206.75757575757575
office1_960_164_aout_D,8191,6.8662448e-05,248.21212121212122
office1_960_164_aout_E,3179,1.6044547e-05,96.33333333333333
office1_960_164_bout_B,5970,9.18906007e-05,180.9090909090909
office1_960_164_bout_C,3980,2.84336438e-05,120.60606060606061
office1_960_164_bout_D,7569,7.62269701e-05,229.36363636363637
office1_960_205_aout_A,7928,4.00322715e-05,240.24242424242425
office1_960_205_aout_E,6923,3.35562945e-05,209.78787878787878
office1_960_205_bout_B,5454,0.000100178055,165.27272727272728
office1_960_205_bout_E,2532,7.91355069e-06,76.72727272727273
office1_960_246_aout_A,8731,0.000106100277,264.57575757575756
office1_960_246_aout_B,4237,6.3702777e-05,128.3939393939394
office1_960_246_aout_D,6435,4.39733594e-05,195.0
office1_960_246_aout_E,6191,3.64807456e-05,187.6060606060606
office1_960_246_bout_A,8839,0.000132240326,267.8484848484849
office1_960_246_bout_B,7609,0.0001578066,230.57575757575756
office1_0_246_bout_A,5722,0.000115386487,173.3939393939394
office1_0_205_aout_E,7571,7.22515251e-05,229.42424242424244
office1_960_82_aout_B,8679,0.000105044986,263.0
